event_id,cow,start,end,duration_bins,duration_hours,profile,expected_detected,design_reason,steps_change_target,motion_change_target,transitions_change_target,posture_shift_target,schedule_rotation,realized_position_ratio,source_steps_sum,source_motion_sum,source_transitions_sum,realized_steps_change,realized_motion_change,realized_transitions_change,informative_source_window,detected_any_overlap,novel_start_count,episode_overlap,detected_iou20,best_iou,episode_overlap_raw,detected_iou20_raw,best_iou_raw,attributable_interval_count,onset_delay_hours,score_max,legacy_detected_any_overlap,legacy_novel_start_count,legacy_episode_overlap,legacy_detected_iou20,legacy_best_iou,legacy_episode_overlap_raw,legacy_detected_iou20_raw,legacy_best_iou_raw,legacy_attributable_interval_count,legacy_onset_delay_hours,legacy_score_max,scenario,seed,heldout_start,event_after_heldout,protocol_role,if_score_min,if_anom_k_max,warning_score_max,cow_background_notifs,legacy_cow_background_notifs,cow_false_notifs,legacy_cow_false_notifs,cow_monitoring_days,cow_total_span_days,cow_days,sensitivity_run_hash,sensitivity_module_version,sensitivity_configuration,sensitivity_parameter,sensitivity_tested_value
8147_gradual_marked_s11_1840,8147,2023-11-04 14:30:00,2023-11-07 02:15:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,1,0.7437348423605498,1546.0,7162.0,54.0,-0.3100201842560729,-0.2919654837756416,-0.29254899857261807,True,1,1,1,0,0.1875,1,1,0.5291666666666667,51,10.25,0.6792792418330678,0,0,0,0,0.0,0,0,0.0,0,,4.0,gradual_marked,11,2023-10-31 22:30:00,True,primary,-0.20087537071492778,4.0,0.6792792418330678,4,1,4,1,10.270833333333334,25.697916666666668,10.270833333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
8147_isolated_short_variation_s11_2158,8147,2023-11-07 22:00:00,2023-11-08 00:45:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,1,0.872271624898949,80.0,305.0,3.0,0.12569444444444433,0.0,0.0,True,0,0,0,0,0.0,0,0,0.0,0,,0.12897127971569677,0,0,0,0,0.0,0,0,0.0,0,,4.0,isolated_short_variation,11,2023-10-31 22:30:00,True,primary,-0.013268145115822305,4.0,0.12897127971569677,4,1,4,1,10.270833333333334,25.697916666666668,10.270833333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
8149_gradual_mild_s11_1951,8149,2023-11-05 19:45:00,2023-11-07 07:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,2,0.7982815057283142,412.0,2409.0,30.0,-0.11154843879811704,-0.09057496564713197,-0.09067619154654316,True,0,0,0,0,0.0,1,1,0.3987341772151899,0,,0.476068846480887,0,0,0,0,0.0,0,0,0.0,0,,5.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.1692938779626657,5.0,0.476068846480887,6,4,6,4,10.177083333333334,25.447916666666668,10.177083333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
8149_gradual_moderate_s11_2171,8149,2023-11-08 02:45:00,2023-11-10 02:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,2,0.8882978723404256,595.0,3131.0,40.0,-0.2530867748886866,-0.21593601262082418,-0.18328724098207272,True,0,0,1,1,0.4635416666666667,1,1,0.7136150234741784,89,,0.5146488544507865,0,0,0,0,0.0,0,0,0.0,0,,6.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.1711358023656946,6.0,0.5146488544507865,6,4,6,4,10.177083333333334,25.447916666666668,10.177083333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
8149_gradual_marked_s11_1547,8149,2023-11-01 14:45:00,2023-11-04 02:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,2,0.6329787234042553,1066.0,5706.0,51.0,-0.37809889176423894,-0.3389915896345803,-0.2988903416897578,True,1,1,1,1,0.32916666666666666,1,1,0.4708333333333333,80,24.5,0.4488323011339077,0,0,0,0,0.0,0,0,0.0,0,,7.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.1512734963351875,7.0,0.4488323011339077,6,4,6,4,10.177083333333334,25.447916666666668,10.177083333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
8149_isolated_short_variation_s11_1863,8149,2023-11-04 21:45:00,2023-11-05 00:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,2,0.7622749590834698,20.0,157.0,0.0,0.10138888888888897,0.0,,True,0,0,0,0,0.0,1,0,0.14285714285714285,0,,0.615582831900331,0,0,0,0,0.0,0,0,0.0,0,,1.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,0.11756598032462667,1.0,0.615582831900331,6,4,6,4,10.177083333333334,25.447916666666668,10.177083333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
8154_gradual_mild_s11_1635,8154,2023-11-02 12:45:00,2023-11-04 00:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,3,0.6689852700490998,1415.0,8294.0,33.0,-0.0789466329847962,-0.06685028769022916,-0.09526353528971498,True,0,0,0,0,0.0,0,0,0.0,0,,0.3181622792180904,0,0,0,0,0.0,0,0,0.0,0,,8.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.1291735427313927,8.0,0.3181622792180904,3,1,3,1,10.177083333333334,25.447916666666668,10.177083333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
8154_gradual_moderate_s11_1855,8154,2023-11-04 19:45:00,2023-11-06 19:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,3,0.7590016366612111,1195.0,7678.0,45.0,-0.17385676854204635,-0.14885939983384866,-0.1817133482868406,True,1,3,1,1,0.3229166666666667,1,1,0.3229166666666667,71,25.75,0.7087593656978014,0,0,0,0,0.0,1,0,0.046875,0,,8.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.1711915098475847,8.0,0.7087593656978014,3,1,3,1,10.177083333333334,25.447916666666668,10.177083333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
8154_gradual_marked_s11_2123,8154,2023-11-07 14:45:00,2023-11-10 02:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,3,0.868657937806874,1943.0,11930.0,56.0,-0.2825690664462912,-0.2636513613414804,-0.31386126706921047,True,0,0,1,1,0.49166666666666664,1,1,0.7083333333333334,121,,0.4073081979446582,0,0,0,0,0.0,0,0,0.0,0,,4.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.1068208933053042,4.0,0.4073081979446582,3,1,3,1,10.177083333333334,25.447916666666668,10.177083333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
8154_isolated_short_variation_s11_1547,8154,2023-11-01 14:45:00,2023-11-01 17:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,3,0.6329787234042553,328.0,1869.0,1.0,0.13086043360433597,0.0,0.0,True,0,0,0,0,0.0,0,0,0.0,0,,0.11734661912080599,0,0,0,0,0.0,0,0,0.0,0,,6.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,-0.0869552725604893,6.0,0.11734661912080599,3,1,3,1,10.177083333333334,25.447916666666668,10.177083333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
8165_gradual_mild_s11_1552,8165,2023-11-01 14:45:00,2023-11-03 02:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,0,0.6337280522662311,1202.0,7055.0,27.0,-0.0727063866008606,-0.06356904634946792,-0.09670511366603596,True,0,0,0,0,0.0,1,0,0.08411214953271028,0,,0.30196395547369004,1,1,1,0,0.020833333333333332,1,0,0.020833333333333332,3,12.75,8.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.1457482711620458,8.0,0.30196395547369004,5,0,5,0,10.177083333333334,25.447916666666668,10.177083333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
8165_gradual_moderate_s11_1772,8165,2023-11-03 21:45:00,2023-11-05 21:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,0,0.7235606369946918,362.0,3446.0,48.0,-0.23226720078049812,-0.19625835114315282,-0.1713454339771413,True,0,0,1,0,0.15625,1,1,0.7181818181818181,39,,0.7136595577324547,0,0,0,0,0.0,0,0,0.0,0,,5.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.10108033915362746,5.0,0.7136595577324547,5,0,5,0,10.177083333333334,25.447916666666668,10.177083333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
8165_gradual_marked_s11_2040,8165,2023-11-06 16:45:00,2023-11-09 04:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,0,0.8329930583911801,1774.0,11396.0,50.0,-0.3329609335217927,-0.3021721902854284,-0.3225554852129613,True,1,1,1,1,0.2125,1,1,0.5901639344262295,57,24.0,0.5188527643723827,1,1,1,0,0.0125,1,0,0.0125,3,5.5,9.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.12761285174962567,9.0,0.5188527643723827,5,0,5,0,10.177083333333334,25.447916666666668,10.177083333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
8165_isolated_short_variation_s11_2356,8165,2023-11-09 23:45:00,2023-11-10 02:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,0,0.9620253164556962,51.0,360.0,2.0,0.138235294117647,0.0,0.0,True,0,0,0,0,0.0,1,0,0.1935483870967742,0,,0.27637975513021107,0,0,0,0,0.0,0,0,0.0,0,,4.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,-0.05206902785767509,4.0,0.27637975513021107,5,0,5,0,10.177083333333334,25.447916666666668,10.177083333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
8548_gradual_mild_s11_2225,8548,2023-11-08 14:45:00,2023-11-10 02:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,1,0.9081632653061225,768.0,4791.0,16.0,-0.07289685082754005,-0.06140658748164407,-0.09661705109643459,True,0,0,1,0,0.05555555555555555,1,1,0.4236111111111111,12,,0.44210647600150715,1,1,1,0,0.006944444444444444,1,0,0.006944444444444444,1,6.5,7.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.15345830738592225,7.0,0.44210647600150715,4,0,4,0,10.177083333333334,25.447916666666668,10.177083333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
8548_gradual_moderate_s11_1553,8548,2023-11-01 14:45:00,2023-11-03 14:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,1,0.6338775510204082,896.0,5693.0,24.0,-0.16944748405038457,-0.1374215595935686,-0.18255588729042838,True,1,2,1,1,0.24479166666666666,1,1,0.4270833333333333,62,9.0,0.5457555543077116,1,1,1,0,0.046875,1,0,0.046875,9,3.0,7.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.15008496485252265,7.0,0.5457555543077116,4,0,4,0,10.177083333333334,25.447916666666668,10.177083333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
8548_gradual_marked_s11_1821,8548,2023-11-04 09:45:00,2023-11-06 21:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,1,0.743265306122449,602.0,3846.0,24.0,-0.2748008778179506,-0.25214338852535245,-0.2865707183176155,True,0,0,1,1,0.42083333333333334,1,1,0.8972332015810277,101,,0.7591383282759179,0,0,0,0,0.0,0,0,0.0,0,,5.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.1631753884049919,5.0,0.7591383282759179,4,0,4,0,10.177083333333334,25.447916666666668,10.177083333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
8548_isolated_short_variation_s11_2137,8548,2023-11-07 16:45:00,2023-11-07 19:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,1,0.8722448979591837,174.0,901.0,1.0,0.11682630906768843,0.0,0.0,True,0,0,0,0,0.0,0,0,0.0,3,,0.1876924352253109,0,0,0,0,0.0,0,0,0.0,0,,7.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,-0.06290925432091699,7.0,0.1876924352253109,4,0,4,0,10.177083333333334,25.447916666666668,10.177083333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
9888_gradual_mild_s11_1956,9888,2023-11-05 19:45:00,2023-11-07 07:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,2,0.7986933442221315,800.0,4728.0,31.0,-0.11486435045488419,-0.09416050035586454,-0.08445396185013121,True,0,0,1,0,0.041666666666666664,1,0,0.16666666666666666,6,,0.3589173682403524,1,1,0,0,0.0,1,0,0.020833333333333332,0,20.75,7.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.17451874133884504,7.0,0.3589173682403524,5,1,5,1,10.177083333333334,25.447916666666668,10.177083333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
9888_gradual_moderate_s11_2176,9888,2023-11-08 02:45:00,2023-11-10 02:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,2,0.8885259289505921,965.0,6301.0,42.0,-0.2546014155931393,-0.21849038294950263,-0.17721332565010406,True,1,1,1,0,0.18274111675126903,1,1,0.4619289340101523,51,25.25,0.517182221211754,0,0,0,0,0.0,0,0,0.0,0,,4.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.09528635595422508,4.0,0.517182221211754,5,1,5,1,10.177083333333334,25.447916666666668,10.177083333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
9888_gradual_marked_s11_1552,9888,2023-11-01 14:45:00,2023-11-04 02:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,2,0.6337280522662311,967.0,6020.0,41.0,-0.3821948887734108,-0.33902719104906665,-0.28460923699327867,True,1,2,1,0,0.15416666666666667,1,1,0.44166666666666665,63,13.75,0.7195001123655838,0,0,0,0,0.0,0,0,0.0,0,,7.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.10638999756703027,7.0,0.7195001123655838,5,1,5,1,10.177083333333334,25.447916666666668,10.177083333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
9888_isolated_short_variation_s11_1868,9888,2023-11-04 21:45:00,2023-11-05 00:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,2,0.7627603103307472,20.0,123.0,4.0,0.09749999999999992,0.0,0.0,True,0,0,0,0,0.0,1,0,0.13333333333333333,0,,0.6504747281741662,0,0,0,0,0.0,0,0,0.0,0,,2.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,-0.0029962140958115224,2.0,0.6504747281741662,5,1,5,1,10.177083333333334,25.447916666666668,10.177083333333334,53c91137b70231875d4e84deb3647ce5de81eb79f83106288ba24b1da78af9b9,1,posture_min_change__0p1,posture_min_change,0.1
2056_gradual_mild_s11_1555,2056,2023-11-01 14:45:00,2023-11-03 02:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,0,0.6341761827079935,300.0,2080.0,23.0,-0.10891186936156294,-0.08881074610328055,-0.08182133845033113,True,1,3,1,1,0.2077922077922078,1,1,0.2077922077922078,65,15.5,0.4450213526622437,1,1,1,0,0.041666666666666664,1,0,0.041666666666666664,6,3.0,9.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.14887656460950693,9.0,0.4450213526622437,4,0,4,0,10.177083333333334,25.447916666666668,10.177083333333334,ef0463ffbb053e860fe31124c5612884b672f741b6ada1097855db95b4fffd53,1,score_threshold__0p08,score_threshold,0.08
2056_gradual_moderate_s11_1775,2056,2023-11-03 21:45:00,2023-11-05 21:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,0,0.7238988580750407,130.0,1176.0,38.0,-0.21600699482415409,-0.1923584240434124,-0.19079259724742648,True,1,1,1,0,0.14583333333333334,1,1,0.6618357487922706,35,13.75,0.6818309617198212,0,0,0,0,0.0,0,0,0.0,0,,3.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.12733246059133874,3.0,0.6818309617198212,4,0,4,0,10.177083333333334,25.447916666666668,10.177083333333334,ef0463ffbb053e860fe31124c5612884b672f741b6ada1097855db95b4fffd53,1,score_threshold__0p08,score_threshold,0.08
2056_gradual_marked_s11_2043,2056,2023-11-06 16:45:00,2023-11-09 04:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,0,0.8331973898858075,691.0,4350.0,42.0,-0.3933038241212693,-0.3472760656829531,-0.2959885295415894,True,1,1,1,1,0.475,1,1,0.475,114,16.0,0.4923229074832419,0,0,0,0,0.0,0,0,0.0,0,,8.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.133042554746591,8.0,0.4923229074832419,4,0,4,0,10.177083333333334,25.447916666666668,10.177083333333334,ef0463ffbb053e860fe31124c5612884b672f741b6ada1097855db95b4fffd53,1,score_threshold__0p08,score_threshold,0.08
2056_isolated_short_variation_s11_2359,2056,2023-11-09 23:45:00,2023-11-10 02:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,0,0.9620717781402937,2.0,41.0,3.0,0.09444444444444455,0.0,0.0,True,0,0,0,0,0.0,0,0,0.0,0,,0.178699467842877,0,0,0,0,0.0,0,0,0.0,0,,3.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,-0.03488547809928133,3.0,0.178699467842877,4,0,4,0,10.177083333333334,25.447916666666668,10.177083333333334,ef0463ffbb053e860fe31124c5612884b672f741b6ada1097855db95b4fffd53,1,score_threshold__0p08,score_threshold,0.08
7443_gradual_mild_s11_2225,7443,2023-11-08 14:45:00,2023-11-10 02:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,1,0.9081632653061225,428.0,3107.0,23.0,-0.08108374368105375,-0.07056373143446348,-0.09228252728999053,True,1,2,1,0,0.12658227848101267,1,0,0.12658227848101267,36,20.0,0.2971703364742573,0,0,0,0,0.0,0,0,0.0,0,,7.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.16261656776106925,7.0,0.2971703364742573,4,3,4,3,10.177083333333334,25.447916666666668,10.177083333333334,ef0463ffbb053e860fe31124c5612884b672f741b6ada1097855db95b4fffd53,1,score_threshold__0p08,score_threshold,0.08
7443_gradual_moderate_s11_1553,7443,2023-11-01 14:45:00,2023-11-03 14:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,1,0.6338775510204082,984.0,5819.0,26.0,-0.2078725670597057,-0.17906707783380926,-0.16870299442191827,True,0,0,1,0,0.16666666666666666,1,1,0.3177083333333333,36,,0.3904142481381192,0,0,0,0,0.0,1,0,0.005208333333333333,0,,7.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.17056639700683263,7.0,0.3904142481381192,4,3,4,3,10.177083333333334,25.447916666666668,10.177083333333334,ef0463ffbb053e860fe31124c5612884b672f741b6ada1097855db95b4fffd53,1,score_threshold__0p08,score_threshold,0.08
7443_gradual_marked_s11_1821,7443,2023-11-04 09:45:00,2023-11-06 21:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,1,0.743265306122449,432.0,3564.0,44.0,-0.3447571621662613,-0.30011318322039393,-0.2905019915196969,True,0,0,1,0,0.0625,1,1,0.6323024054982818,26,,0.612581865844952,0,0,0,0,0.0,0,0,0.0,0,,5.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.1306464467427163,5.0,0.612581865844952,4,3,4,3,10.177083333333334,25.447916666666668,10.177083333333334,ef0463ffbb053e860fe31124c5612884b672f741b6ada1097855db95b4fffd53,1,score_threshold__0p08,score_threshold,0.08
7443_isolated_short_variation_s11_2137,7443,2023-11-07 16:45:00,2023-11-07 19:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,1,0.8722448979591837,6.0,78.0,2.0,0.14351851851851838,0.0,0.0,True,0,0,0,0,0.0,1,1,0.3,0,,0.24844725440655518,0,0,0,0,0.0,0,0,0.0,0,,6.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,-0.026970528723408216,6.0,0.24844725440655518,4,3,4,3,10.177083333333334,25.447916666666668,10.177083333333334,ef0463ffbb053e860fe31124c5612884b672f741b6ada1097855db95b4fffd53,1,score_threshold__0p08,score_threshold,0.08
8061_gradual_mild_s11_1957,8061,2023-11-05 19:45:00,2023-11-07 07:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,2,0.7987755102040817,578.0,3712.0,31.0,-0.10891758031090526,-0.09283199536089759,-0.09017175718392756,True,1,1,1,0,0.020833333333333332,1,0,0.08974358974358974,3,9.75,0.26170583388492563,0,0,0,0,0.0,0,0,0.0,0,,4.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.161279239141355,4.0,0.26170583388492563,4,0,4,0,10.177083333333334,25.447916666666668,10.177083333333334,ef0463ffbb053e860fe31124c5612884b672f741b6ada1097855db95b4fffd53,1,score_threshold__0p08,score_threshold,0.08
8061_gradual_moderate_s11_2177,8061,2023-11-08 02:45:00,2023-11-10 02:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,2,0.8885714285714286,856.0,5653.0,51.0,-0.251732208556261,-0.21725900317218272,-0.17858460843661128,True,1,2,1,1,0.22395833333333334,1,1,0.22395833333333334,73,13.0,0.41580515527073003,0,0,0,0,0.0,0,0,0.0,0,,4.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.17849213759800742,4.0,0.41580515527073003,4,0,4,0,10.177083333333334,25.447916666666668,10.177083333333334,ef0463ffbb053e860fe31124c5612884b672f741b6ada1097855db95b4fffd53,1,score_threshold__0p08,score_threshold,0.08
8061_gradual_marked_s11_1553,8061,2023-11-01 14:45:00,2023-11-04 02:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,2,0.6338775510204082,902.0,5507.0,56.0,-0.38040803995026384,-0.3450553674666581,-0.3041005869770811,True,1,1,1,1,0.275,1,1,0.275,66,22.5,0.5247758827025748,0,0,0,0,0.0,0,0,0.0,0,,4.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.13975476272646814,4.0,0.5247758827025748,4,0,4,0,10.177083333333334,25.447916666666668,10.177083333333334,ef0463ffbb053e860fe31124c5612884b672f741b6ada1097855db95b4fffd53,1,score_threshold__0p08,score_threshold,0.08
8061_isolated_short_variation_s11_1869,8061,2023-11-04 21:45:00,2023-11-05 00:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,2,0.7628571428571429,30.0,117.0,3.0,0.10777777777777775,0.0,0.0,True,0,0,0,0,0.0,1,0,0.18461538461538463,0,,0.5385152644499257,0,0,0,0,0.0,0,0,0.0,0,,1.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,0.001450659395543008,1.0,0.5385152644499257,4,0,4,0,10.177083333333334,25.447916666666668,10.177083333333334,ef0463ffbb053e860fe31124c5612884b672f741b6ada1097855db95b4fffd53,1,score_threshold__0p08,score_threshold,0.08
8081_gradual_mild_s11_1640,8081,2023-11-02 12:45:00,2023-11-04 00:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,3,0.6696610861576153,865.0,5523.0,32.0,-0.07324872807678318,-0.06112280122693314,-0.09854399527407787,True,0,0,0,0,0.0,0,0,0.0,0,,0.18290913799722316,0,0,0,0,0.0,0,0,0.0,0,,8.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.18793290013886588,8.0,0.18290913799722316,2,2,2,2,10.177083333333334,25.447916666666668,10.177083333333334,ef0463ffbb053e860fe31124c5612884b672f741b6ada1097855db95b4fffd53,1,score_threshold__0p08,score_threshold,0.08
